Burgh House,"New End Square, NW3 1LT, London, England",/building/3496
Burlington House: Linnean Society of London,"Burlington House, Piccadilly, W1J 0BF, London, England",/building/4097
Burlington House: Royal Academy of Arts,"Piccadilly, W1J 0BD, London, England",/building/3377
Burlington House: Royal Astronomical Society,"Burlington House, Piccadilly, W1J 0BQ, London, England",/building/17345
Burlington House: Royal Society of Chemistry,"Burlington House, Piccadilly, W1J 0BA, London, England",/building/15150
Burlington House: Society of Antiquaries of London,"Burlington House, Piccadilly, W1J 0BE, London, England",/building/3529
Burlington House: The Geological Society of London,"Burlington House, Piccadilly, W1J 0BG, London, England",/building/18144
Burntwood School,"Burntwood Lane, SW17 0AQ, London, England",/building/19843
Burton House,"1B Lady Margaret Road (big round gate), NW5 2NE, London, England",/building/413
Bush Theatre,"7 Uxbridge Road, W12 8LJ, London, England",/building/18635
Bushy House,"National Physical Laboratory, Queens Road, Teddington TW11 0EB, TW11 0EB., London, England",/building/3155
Caledonian Club,"9 Halkin Street, SW1X 7DR, London, England",/building/15135
Caledonian Park Clocktower,"Market Road, N7 9PL, London, England",/building/2328
Calouste Gulbenkian Foundation,"50 Hoxton Square, N1 6PB, London, England",/building/17902
Canada House,"Canadian High Comission, Canada House, Trafalgar Square, SW1Y 5BJ, London, England",/building/3767
Canada Water Library,"21 Surrey Quays Road, SE16 7AR, London, England",/building/18637
Canons Park,"Canons Park, Edgware, HA8 6RH, London, England",/building/16971
Canons Park Estate,"Rose Garden Close, off Canons Drive, Edgware, HA8 7RF, London, England",/building/20436
Cardinal Pole Catholic School,"205 Morning Lane, E9 6LG, London, England",/building/19384
Carnegie Library,"188 Herne Hill Road, SE24 0AG, London, England",/building/4719
Carshalton Water Tower and Historic Gardens,"West Street, Carshalton, SM5 2QG, London, England",/building/16231
Celebrating Segal,"11 Walters Way, SE23 3LH, London, England",/building/20454
Central Hill Estate,"Corner of Central Hill and Vicars Oak Road, SE19 1DT, London, England",/building/20427
CGP London Cafe Gallery,"Centre of Southwark Park, SE16 2UA, London, England",/building/19041
Channel Four Television,"124 Horseferry Road, SW1P 2TX, London, England",/building/3540
Charlton House,"Charlton Road, SE7 8RE, London, England",/building/1619
Charterhouse Chapel,"Charterhouse Square, EC1M 6AN, London, England",/building/2401
Chelsea Academy,"Lots Road, SW10 0AB, London, England",/building/18216
Chelsea College of Arts,"16 John Islip Street, SW1P 4JU, London, England",/building/15131
Chestnut Grove,"56 Chestnut Grove, W5 4JS, London, England",/building/19999
Chiswick Town Hall,"Heathfield Terrace, W4 4JN, London, England",/building/4774
Chrisp Street Market,"The Clocktower, Chrisp Street Market, E14 6AQ, London, England",/building/18995
Christ Church Southgate and the Minchenden Oak Garden,"Waterfall Road, Southgate, N14 7EG, London, England",/building/18376
"Christ Faith Tabernacle Cathedral, Ebenezer Building (formerly Granada Cinema)","186 Powis Street, SE18 6NL, London, England",/building/1610
Christchurch with St Laurence,"Willesden Lane, Brondesbury, NW6 7BG, London, England",/building/2348
City Alleyways South West,"Meet: Outside Guildhall Art Gallery, Guildhall Yard, EC2V 5AE, London, England",/building/4886
City Alleyways to the East,"Meet: Outside Guildhall Art Gallery, Guildhall Yard, EC2V 5AE, London, England",/building/20293
City Hall,"The Queen's Walk, More London (from Tower Hill, walk across Tower Bridge), SE1 2AA, London, England",/building/8360
City Heights E-ACT Academy,"33 Abbots Park, SW2 3PW, London, England",/building/20022
City Hunt Bermondsey,"Stall located on Bermondsey Street, part of Bermondsey Festival, SE1, London, England",/building/20303
City of a Thousand Architects at City Hall,"City Hall, The Queens Walk,  (London's Living Room), SE1 2AA, London, England",/building/19663
City of London School,"Queen Victoria Street (main entrance on river walkway nr Millennium Bridge), EC4V 3AL, London, England",/building/2749
City of Westminster Archives Centre,"10 St Ann's Street, SW1P 2DE, London, England",/building/2674
CityPoint (Simmons & Simmons' offices),"Ropemaker Street, EC2Y 9SS, London, England",/building/19739
Clapham Library,"Mary Seacole Centre, 91 Clapham High Street, SW4 7DB, London, England",/building/19017
Clapham Manor Primary School,"Belmont Road, SW4 0BZ, London, England",/building/17121
Clapham Old Town and Venn Street,"Meet: Sun 2pm by the Clock Tower next to Clapham Common tube, SW4 0BD, London, England",/building/19640
Clapton Girls' Academy,"Laura Place, E5 0RB, London, England",/building/18253
Clissold House,"Clissold Park, Stoke Newington Church Street, N16 9HJ, London, England",/building/2954
Clyde Road,"75 Clyde Road, N22 7AD, London, England",/building/20025
Cody Dock,"11c South Crescent, Canning Town, E16 4TL, London, England",/building/18801
Concrete House,"410 Roman Road, E3 5QJ, London, England",/building/20224
Connected Croydon - On Site,"Meet: Sat at 2pm at East Croydon train station main entrance on George Street, CR0 1LF, London, England",/building/19616
Courtyard House,"35 Dovedale Road, SE22 0NF, London, England",/building/18772
Courtyard House,"2a Macdonald Road, E7 0HE, London, England",/building/20229
Courtyard Housing,"Courtyard Housing, Rainham Road, Dagenham RM10 7EJ, RM8 1JX, London, England",/building/19436
Crafternoon at JW3,"JW3-Jewish Community Centre, 341-351 Finchley Road, London,, NW3 6ET, London, England",/building/20447
Cranford Stable Block & St Dunstan's Church,"Cranford Park, The Parkway, Cranford, TW5 9RZ, London, England",/building/2362
Creative Church Street,"The Cockpit, Gateforth Street,, NW8 8EH, London, England",/building/20258
Cressingham Gardens,"Cressingham Gardens Rotunda, Tulse Hill SW2 2QN, SW2 2NJ, London, England",/building/19654
Crossrail - Custom House Station,"Custom House Station, Victoria Dock Road, E16 3BU, London, England",/building/20442
Crossrail � Mile End Shaft,"Burdett Road, E3 4HL, London, England",/building/20382
Crossrail - Pudding Mill Lane,"Cooks Road E15 2PE, London, England",/building/20373
Crossrail - Tottenham Court Road Station Upgrade,"Tottenham Court Road Station, W1D 1AN, London, England",/building/20362
Crossrail Farringdon Construction Sites,"Site Office, Farringdon Road, EC1M 3HN., London, England",/building/19953
Crossrail Liverpool Street Construction Sites,"Crossrail Liverpool Street Site. 1-14 Liverpool Street, EC2M 7NH, London, England",/building/19486
Croydon Town Hall and Clocktower Complex,"Katharine Street, CR9 1ET, London, England",/building/15853
Crystal Palace Subway,"Crystal Palace Parade, SE19 1LG, London, England",/building/2306
Cullinan Studio,"5 Baldwin Terrace, N1 7RU, London, England",/building/3964
Custom House,"20 Lower Thames Street, EC3R 6EE, London, England",/building/1830
Dagenham Library,"1 Church Elm Lane, Dagenham, RM10 9QS, London, England",/building/17886
Dalston C.L.R. James Library & Archives,"Dalston Square, Dalston Lane, E8 3BQ, London, England",/building/18471
Darbishire Place (Peabody Whitechapel Estate),"John Fisher Street, E1 8HA, London, England",/building/19218
Dawson's Heights,"Bredinghurst, Overhill Road, East Dulwich, SE22 0PL, London, England",/building/20086
Dazzle Ship,"HMS President (1918), Victoria Embankment, EC4Y 0HJ, London, England",/building/20080
Deephams Sewage Treatment Works,"Ardra Road, Edmonton, N9 0BD, London, England",/building/20345
Deptford Green School,"Deptford Green, Edward Street, New Cross, SE14 6AN, London, England",/building/19195
Deptford Lounge,"9 Giffin Street, Giffin Square, SE8 4RJ, London, England",/building/18505
Design your own City! at RIBA,"RIBA, 66 Portland Place, London,, W1B 1AD, London, England",/building/20445
Dilston Grove,"Southwest corner of Southwark Park, SE16 2DD, London, England",/building/19042
Discovering Architecture at the V&A,"Victoria and Albert Museum, Cromwell Road, SW7 2RL, London, England",/building/20456
Dormers Wells High School,"Dormers Wells Lane, Southall, UB1 3HZ, London, England",/building/19377
Dorsett Shepherd's Bush Hotel,"58 Shepherd's Bush Green, W12 8QE, London, England",/building/20209
"Dover House, Office of the Secretary of State for Scotland","66 Whitehall, SW1A 2AU, London, England",/building/1531
Doyle Gardens,"86 Doyle Gardens, Kensal Rise, NW10 3SR, London, England",/building/20150
Drapers' Hall,"Throgmorton Street, EC2N 2DQ, London, England",/building/1564
Dugdale Centre,"Thomas Hardy House, 39 London Road, EN2 6DS, London, England",/building/18880
Ealing Abbey,"Charlbury Grove, W5 2DY, London, England",/building/2837
Ealing Common Walk,"Meet: Sat 2pm at Hanger Lane end of Inglis Road, W5 3RN, London, England",/building/3707
East Village London E20,"Celebration Avenue, E20 1YY, London, England",/building/19491
Eastbury Manor House,"Eastbury Square, Barking, IG11 9SN, London, England",/building/2311
Eastcote House Gardens,"High Road Eastcote, Eastcote, HA5 2FE, London, England",/building/15121
Eco Vale,"Eco Vale, rear of 270-332 Wood Vale, SE23 3DZ, London, England",/building/20189
Ed's Shed/Sunken House,"75a De Beauvoir Road, N1 4EL, London, England",/building/17499
Elliott Wood,"241 The Broadway, SW19 1SD, London, England",/building/15273
Elm Park Garden Suburb Walk,"Meet: Saturday 10.30am at Elm Park Station entrance (District Line), RM12 4RW, London, England",/building/20254
Elm Park Primary School,"Elm Park, South End Road, Hornchurch RM12 5UA, RM12 5UA., London, England",/building/18490
Emanuel School,"Battersea Rise . New entrance via bridge over the railway on Spencer Park., SW11 1HS, London, England",/building/8488
Embassy of the Slovak Republic,"25 Kensington Palace Gardens, W8 4QY, London, England",/building/18956
Emirates Air Line tour,"Meet: Emirates Greenwich Peninsula, Emirates, SE10 0DX, London, England",/building/18928
Employment Academy,"29 Peckham Road, SE5 8UA, London, England",/building/19684
End House,"87a Manwood Road, SE4 1SA, London, England",/building/18456
Englefield Road,"28 Englefield Road, N1 4ET, London, England",/building/20287
Ewart House,"9 Richards Close, Harrow, HA1 2BE, London, England",/building/18317
EXHIBIT at Golden Lane Estate,"EXHIBIT Gallery, Golden Lane Estate, 20 Goswell Road, EC1M 7AA, London, England",/building/15268
Explore Broadgate,"Broadgate Welcome Centre, Finsbury Avenue Square, Broadgate, EC2M 2PA, London, England",/building/3590
Fairfield Halls,"Park Lane, CR9 1DG, London, England",/building/15859
Fawood Children's Centre,"35 Fawood Avenue, Harlesden, NW10 8DX, London, England",/building/15768
Fenton House,"Hampstead Grove, NW3 6SP, London, England",/building/18501
Finsbury Health Centre,"17 Pine Street, EC1R 0LP, London, England",/building/689
Finsbury Town Hall,"Rosebery Avenue, EC1R 4RP, London, England",/building/2403
Fishmongers' Hall,"London Bridge, EC4R 9EL, London, England",/building/1566
Fitzrovia Chapel,"Fitzrovia Chapel, Fitzroy Place, off Mortimer Street, W1T 3JE, London, England",/building/20400
Foreign & Commonwealth Office,"King Charles Street, SW1A 2AH, London, England",/building/907
Forest Hill Pools,"Dartmouth Road, SE23 3HZ, London, England",/building/-1160
Forest Mews,"Rockbourne Mews, SE23 2AT, London, England",/building/19167
Former Conservative Club (HSBC offices),"78 St James's Street, SW1A 1JB, London, England",/building/15899
"Former Grosvenor Cinema, now Zoroastrian Centre For Europe","440-442 Alexandra Avenue, Harrow, HA2 9TL, London, England",/building/15685
Forty Hall & Estate,"Forty Hill, Enfield, EN2 9HA, London, England",/building/3361
Foster and Partners Studio,"Riverside, 22 Hester Road, SW11 4AN, London, England",/building/656
Four Corners,"121 Roman Road, E2 0QN, London, England",/building/17017
four23 London Studio,"Berry House, Berry Street, EC1V 0AA, London, England",/building/20177
Foxley Road,"19 Foxley Road, SW9 6ET, London, England",/building/19682
Free Space Wenlock Barn Estate,"Meet: Sun 12noon for tours outside Wenlock Court, New North Road, N1 7PL, London, England",/building/18919
Friends House,"173-177 Euston Road, NW1 2BJ, London, England",/building/2160
Friends Meeting House,"North Square, NW11 7AD, London, England",/building/4769
"Friern Road, East Dulwich (Pear Tree House)","190a Friern Road, SE22 0BA, London, England",/building/19914
From Brownfield to Green Fields: A Walking Tour,"Meet: Sat 10am outside 17-19 Great Eastern Street,, EC2A 3EJ, London, England",/building/19615
Fulham Palace,"Bishop's Avenue, SW6 6EA, London, England",/building/2632
Fullwell Cross Library,"140 High Street, Barkingside, Ilford, IG6 2EA, London, England",/building/19405
Gala Bingo Hall (former Granada Cinema),"Mitcham Road, SW17 9NA, London, England",/building/3421
Gap House,"28D Monmouth Road, W2 4UT, London, England",/building/16892
Garden Court Chambers,"57-60 Lincoln's Inn Fields, WC2A 3LJ, London, England",/building/15805
Garden House,"27 Buckingham Road, N1 4DG, London, England",/building/20263
"Garrick's Temple to Shakespeare, Hampton","Garrick's Lawn, Hampton Court Road, Hampton, TW12 2EJ, London, England",/building/3727
German Historical Institute,"17 Bloomsbury Square, WC1A 2NJ, London, England",/building/20170
"Gibbs Building, Wellcome Trust","215 Euston Road, NW1 2BE, London, England",/building/14670
Gingerbread House,"104 Balcorne Street, E9 7AU, London, England",/building/19258
Glass Mill Leisure Centre,"41 Loampit Vale, SE13 7FT, London, England",/building/19243
Golders Green Unitarians,"31-and-a-half Hoop Lane, NW11 8BS, London, England",/building/15065
Goresbrook Village,"Goresbrook Road, Dagenham, RM9 4YG, London, England",/building/19361
Government Art Collection,"Queen's Yard, 179a Tottenham Court Road, W1T 7PA, London, England",/building/3872
Graduate Centre - London Metropolitan University,"166-220 Holloway Road, N7 8DB, London, England",/building/14826
Grange Farm Estate Regeneration Tour,"Grange Farm Community Centre, HA2 0QF, London, England",/building/20351
Graveney School Sixth Form Block (Bradford Building),"Graveney School, Welham Road, SW17 9BU, London, England",/building/20306
Gray's Inn,"Gray's Inn, WC1R 5ET, London, England",/building/3768
Greenside Primary School,"Westville Road, W12 9PT, London, England",/building/18714
Greenstreet Self-build Housing,"1 Greenstreet Hill, Drakefell Road, SE14 5SR, London, England",/building/20290
Greenwich Yacht Club,"1 Peartree Way, SE10 0BW, London, England",/building/8298
Gresham College - Barnard's Inn Hall,"Barnard's Inn Hall, Holborn, EC1N 2HH, London, England",/building/18030
Grove Gardens Chapel,"Richmond Cemetery, Grove Gardens, off Lower Grove Road (entrance opposite Greville Road), TW10 6HP, London, England",/building/2957
Grow Elephant,"New Kent Road, SE17 1SL, London, England",/building/19407
Growing Communities' Eco Classroom,"Allen's Gardens, corner of Bethune and Manor Roads, N16 5BD, London, England",/building/18167
Guildhall,"Gresham Street, EC2V 7HH, London, England",/building/1949
Guildhall - The Magna Carta Lights up the City of London,"Guildhall Yard, Gresham Street,, EC2V 5AE, London, England",/building/20312
Guildhall Art Gallery,"Guildhall Yard, EC2V 5AE, London, England",/building/14677
Guildhall Library,"Aldermanbury, EC2V 7HH, London, England",/building/19891
"Guildhall School of Music & Drama, Milton Court","Milton Court, 1 Milton Street, EC2Y 9BH, London, England",/building/3855
Gunnersbury Park & Museum,"Gunnersbury Park Museum, W3 8LQ, London, England",/building/2400
Gunnersbury Park Landscape Tour,"Meet: Sun 2pm at entrance to Gunnersbury Park Museum, Gunnersbury Park, W3 8LQ, London, England",/building/19563
Haberdashers' Hall,"18 West Smithfield (opposite Barts Hospital by traffic barrier under flagpole), EC1A 9HQ, London, England",/building/4016
Hackney Empire,"291 Mare Street, E8 1EJ, London, England",/building/1592
Hackney Marshes Centre,"Hackney Marshes, off Homerton Road, E9 5PF, London, England",/building/17919
Hackney New School,"1-9 Downham Road  (access may be from 317-319 Kingsland Road E8 4DL), N1 5AA, London, England",/building/20259
Hackney's Timber Buildings - walking tour,"Meet: Sat 10.30am at Murray Grove, N1 7FB, London, England",/building/19014
Haggerston School,"Weymouth Terrace, E2 8LS, London, England",/building/3982
Hale Village,"Meet: Outside Tesco Express N17 9NE, N17 9LR, London, England",/building/18803
Hallfield Primary School,"Hallfield Estate, W2 6HF, London, England",/building/15123
Ham House and Garden,"Ham Street, Ham, TW10 7RS, London, England",/building/2955
Hampstead Friends Meeting House,"120 Heath Street, NW3 1DR, London, England",/building/4086
Hampstead Garden Suburb Artisans' Quarter Walk,"Meet: Sun 2pm and 4.30pm, Register inside St Jude on the Hill, Central Square, NW11 7AH, London, England",/building/8358
Hampstead Garden Suburb Free Church,"Central Square, NW11 7AG, London, England",/building/4758
Hampton Court Palace - Apartment 39,"Hampton Court Palace, East Molesey, KT8 9AU, London, England",/building/20241
Hanwell Flight of Locks & Three Bridges,"Meet: Sat/Sun 1pm, 2pm, 3pm, 4pm at The Fox public house, Green Lane, W7 2PJ, London, England",/building/14873
Harefield Hospital,"Hill End Road, Harefield, UB9 6JH, London, England",/building/20275
Harrow Civic Centre Regeneration Walk and Talk,"Harrow Civic Centre, Station Road, Harrow, HA1 2XF, London, England",/building/20338
Havering Museum,"19-21 High Street, RM1 1JU, London, England",/building/18095
Hermitage Community Moorings,"16 Wapping High Street, E1W 1NG, London, England",/building/17890
Hidden House,"39 Russell Garden Mews, W14 8EU, London, England",/building/18392
High Street Harrow Public Realm,"Meet: under the statue of 'Skipping Katie', St Ann's Road (Station Road End) Harrow, HA1 1AT, London, England",/building/20395
Highams Park Signal Box,"Level Crossing, Hale End Road, Higham, E4 9PT, London, England",/building/19559
Highgate Literary & Scientific Institution,"11 South Grove, N6 6BS, London, England",/building/1908
"Highgate School Chapel, Big School & Museum","North Road, N6 4AY, London, England",/building/3304
Highpoint,"Highpoint, North Hill, N6 4BA, London, England",/building/15095
